n,Algorithm A (ns),Algorithm B (ns)
1489,6700,7903400
1490,6500,8778700
1491,6400,8195100
1492,6300,8722600
1493,6300,7923900
1494,6000,8779000
1495,7000,9528500
1496,26200,8768600
1497,6300,8485000
1498,13300,8716900
1499,12800,8676400
1500,6100,7934500
1501,6100,8823400
1502,6900,7843700
1503,6300,8483900
1504,7100,9965100
1505,6100,8436600
1506,6100,8182700
1507,6200,8542500
1508,12400,8196900
1509,6300,8376100
1510,6200,7989300
1511,6100,9034400
1512,6100,8469700
1513,6500,10380400
1514,6500,7835800
1515,12900,8547600
1516,6400,7909200
1517,6700,9600100
1518,12900,8183500
1519,30100,9281900
1520,6100,7958600
1521,6200,8041200
1522,21300,8680100
1523,7000,8181800
1524,14300,9005200
1525,12800,7402400
1526,5700,8896200
1527,23200,7581700
1528,6000,9718300
1529,27600,7916700
1530,15300,8879300
1531,6300,7593200
1532,5900,8745700
1533,6200,7398100
1534,11900,9016800
1535,6300,7530300
1536,6700,8568900
1537,6200,8248100
1538,6100,8993900
1539,6200,7887100
1540,12400,8453300
1541,6100,7952400
1542,21300,8705200
1543,13700,8244400
1544,6300,9632700
1545,6000,8896100
1546,8000,8371500
1547,6000,8051800
1548,13300,9189200
1549,21400,8364500
1550,6300,7789900
1551,6000,8974200
1552,6000,8251000
1553,6000,7908300
1554,21800,8078000
1555,5900,8360300
1556,6000,8073600
1557,6100,8880300
1558,6300,7824500
1559,5700,9113700
1560,21400,7477700
1561,5800,8934400
1562,6200,7608400
1563,5900,8459300
1564,21500,7477800
1565,12600,8882700
1566,12000,7676600
1567,27400,9468800
1568,6500,7844200
1569,5900,9924200
1570,9300,8375700
1571,6200,8500300
1572,12900,8391300
1573,6500,9159400
1574,6200,8848300
1575,6700,7896300
1576,6000,7963500
1577,6100,7900100
1578,5800,9895800
1579,6000,7726400
1580,6100,9009000
1581,6200,8047700
1582,6100,8741900
1583,6200,11403900
1584,6700,9688900
1585,28200,7603300
1586,8400,8298100
1587,6600,7962800
1588,7100,9109100
1589,6500,11179500
1590,6600,7778700
1591,6200,8243000
1592,6500,8627000
1593,6300,9322400
1594,6200,7845000
1595,6000,8686700
1596,6300,7819400
1597,6000,9381500
1598,13200,8725900
1599,7400,8929400
1600,6600,9311000
1601,6600,8011500
1602,6200,9191600
1603,21700,12611900
1604,21600,11979000
1605,6100,9410300
1606,6400,7969900
1607,6100,8432900
1608,6300,8174700
1609,6100,8780300
1610,6300,10118900
1611,6600,8078100
1612,6500,8776700
1613,6500,9713700
1614,6400,11095400
1615,6500,15905800
1616,6900,13412100
1617,7100,10025900
1618,6200,9304200
1619,6300,7665400
1620,5900,8787500
1621,6300,7947800
1622,6000,8824100
1623,6200,7896200
1624,6100,9194200
1625,6200,7937200
1626,6000,13725500
1627,6400,12856700
1628,6400,10553400
1629,6600,9156900
1630,6900,9037800
1631,6200,8791800
1632,6200,7577300
1633,6100,7903300
1634,6100,9235700
1635,6200,8628700
1636,6400,9844500
1637,6700,10527000
1638,7100,8953300
1639,21800,8638300
1640,6400,8450500
1641,6600,8003400
1642,6400,9747100
1643,6400,10842400
1644,6700,8134100
1645,7400,8853000
1646,12500,8166200
1647,6200,12596700
1648,6400,9003400
1649,6000,7820400
1650,28000,8951300
1651,12000,7731700
1652,5800,8929500
1653,6000,7560500
1654,6800,8683400
1655,21500,7840800
1656,6200,8082200
1657,6200,8164300
1658,5800,9340200
1659,6100,9982100
1660,6900,8036300
1661,5900,9180400
1662,29600,7851600
1663,6800,8884200
1664,6300,8085100
1665,12300,8809200
1666,6400,8399800
1667,6200,8490000
1668,6200,7990400
1669,6000,8512000
1670,6100,7692800
1671,6100,8585600
1672,6000,8596100
1673,6000,8364300
1674,6200,7507900
1675,5700,8927100
1676,21500,7747400
1677,5700,10012000
1678,6200,8084400
1679,26200,9308900
1680,6200,7517400
1681,6300,7970000
1682,6200,7522300
1683,5800,10494400
1684,22000,8637800
1685,6600,7969900
1686,6100,8415700
1687,12700,8467000
1688,6500,9001800
1689,6600,7752200
1690,6000,8931500
1691,6200,7526800
1692,6000,9173400
1693,6100,7928500
1694,6000,9565400
1695,6300,7979100
1696,6100,8163400
1697,6300,8748000
1698,6200,11881500
1699,23600,9303700
1700,6400,7784400
1701,6300,9958500
1702,6400,10067500
1703,6000,8329400
1704,6200,8103500
1705,6100,7853500
1706,6100,9028800
1707,6500,8485700
1708,6700,9745700
1709,6800,9329100
1710,6600,9760100
1711,6500,8074400
1712,6100,9314100
1713,6900,8111100
1714,6500,9583100
1715,9100,7551400
1716,6100,8565700
1717,6500,7769600
1718,6100,8903900
1719,6200,7782700
1720,6100,8648200
1721,6200,7811800
1722,6300,9232000
1723,6300,7510400
1724,6600,8744900
1725,6100,8454000
1726,6700,8591700
1727,6200,8653600
1728,7100,13011400
1729,6500,8956800
1730,6200,10569500
1731,6300,13945900
1732,6400,8870400
1733,6200,7977000
1734,6900,8026600
1735,6200,13635300
1736,6800,9493800
1737,6000,8430800
1738,6100,9767100
1739,6000,7467700
1740,6000,7916100
1741,6100,9972900
1742,21800,8314100
1743,6300,7789800
1744,6300,8705100
1745,7000,8178600
1746,21800,8879400
1747,26300,8156400
1748,12400,8088600
1749,6100,8203100
1750,6100,8399400
1751,6200,7671200
1752,6200,8805400
1753,6100,8320000
1754,7600,9574300
1755,6400,8071500
1756,6100,8767600
1757,6400,7513100
1758,6400,9462000
1759,6300,7671100
1760,6200,9371800
1761,5900,7615300
1762,21900,8096500
1763,21200,7697200
1764,21300,9937200
1765,6100,8380400
1766,7000,8745900
1767,12500,10732000
1768,6600,11369300
1769,13300,8666000
1770,12600,8716400
1771,6400,7854600
1772,12900,8659000
1773,7700,8554000
1774,6300,10002800
1775,6700,15932100
1776,6900,18760000
1777,6800,9926300
1778,6300,9116500
1779,6100,8131300
1780,6500,8310500
1781,6400,7804500
1782,6400,8965600
1783,23700,8595300
1784,6400,8664900
1785,21600,8289600
1786,18200,11190900
1787,6300,9639700
1788,6300,7645400
1789,23600,10024300
1790,7000,7800600
1791,8100,9480500
1792,6300,8485200
1793,6800,7819600
1794,5900,9160300
1795,6500,7995600
1796,5900,8752300
1797,6000,8153900
1798,6100,9040600
1799,7000,8181400
1800,6900,9690900
1801,7300,8683300
1802,6400,9095600
1803,6200,8572500
1804,6200,8577200
1805,23600,7987900
1806,6400,9374400
1807,6900,8056600
1808,8100,8745900
1809,6200,8155900
1810,6900,9254300
1811,6400,9143900
1812,6500,8120700
1813,6100,10109900
1814,7300,8011300
1815,6300,8437000
1816,6700,7837100
1817,6400,9304800
1818,6500,8447200
1819,6400,10027400
1820,6100,11411300
1821,6700,8059200
1822,6600,12113600
1823,6400,8628000
1824,7600,9444300
1825,6300,9731400
1826,6300,12754500
1827,12300,9339200
1828,6300,9295300
1829,7000,8595200
1830,6300,9683700
1831,6400,7904300
1832,6200,8917500
1833,6300,8309100
1834,6200,9127700
1835,6400,8357000
1836,21900,8574400
1837,6600,8014100
1838,12200,8617000
1839,6300,7636200
1840,6200,9380900
1841,12300,7725500
1842,5900,9218100
1843,6500,8193100
1844,6500,9122400
1845,6400,8311600
1846,8100,8026300
1847,6200,8670100
1848,6000,7943300
1849,6700,8725200
1850,6800,7806900
1851,12000,9072800
1852,6100,7414000
1853,6600,8634700
1854,25900,8083800
1855,6000,9317900
1856,6100,7737000
1857,5800,8812200
1858,21400,8324900
1859,6200,8706400
1860,6800,8432300
1861,6200,11408000
1862,6600,9550900
1863,6200,7954700
1864,6200,8935700
1865,6500,7568100
1866,5700,10409000
1867,6900,9117700
1868,6100,9441100
1869,12200,7621600
1870,5800,8803700
1871,6000,7576300
1872,6000,7814400
1873,5900,7612500
1874,8300,9300800
1875,14300,7895100
1876,12400,8956600
1877,6200,8345900
1878,8700,7650500
1879,6500,7510600
1880,6200,8890700
1881,6000,8616600
1882,6600,7843400
1883,5800,9016200
1884,6900,8711200
1885,6300,9030300
1886,12100,8000900
1887,6400,8801300
1888,6200,7769300
1889,6100,8697900
1890,6000,8138100
1891,6700,9630300
1892,6200,8409900
1893,6200,8389900
1894,12100,7724700
1895,6000,10054100
1896,6100,7407300
1897,5900,9308800
1898,6300,7930900
1899,6300,8808800
1900,6300,8170400
1901,7300,10476700
1902,12400,9140600
1903,6000,7720800
1904,12100,8171300
1905,6200,7600900
1906,5800,9226300
1907,6200,7815800
1908,5900,8947300
1909,6300,7749800
1910,12100,9451100
1911,6200,7818000
1912,6000,8672700
1913,6200,8400200
1914,7000,13798200
1915,6200,8746400
1916,6300,8310900
1917,6600,9246100
1918,6400,7881100
1919,12300,8482900
1920,21500,8043300
1921,6100,8872800
1922,6500,7999700
1923,6300,10164800
1924,6700,7847400
1925,6200,8528000
1926,6300,7746000
1927,6500,12617000
1928,6300,9601100
1929,6400,7887700
1930,6100,8964600
1931,6200,7950600
1932,6200,8654600
1933,6300,7912300
1934,11300,9428000
1935,6100,8408100
1936,6800,10063500
1937,6300,9107100
1938,6600,9186000
1939,7600,10056600
1940,13200,12713100
1941,6700,8934000
1942,6400,12003900
1943,12300,8637300
1944,6800,8605000
1945,6700,8202400
1946,6500,8860200
1947,27100,8095700
1948,6000,7920800
1949,6100,8468900
1950,6500,8584100
1951,6200,8769500
1952,6200,8302700
1953,6200,9036700
1954,8900,7908500
1955,6000,9282200
1956,14800,7650800
1957,5900,9112100
1958,6400,8184500
1959,6100,8688100
1960,6200,7594600
1961,26300,9156200
1962,6300,7621900
1963,6000,8682900
1964,6300,8570600
1965,6500,8958200
1966,6000,7829900
1967,21500,8486800
1968,21400,8506100
1969,6600,7831700
1970,6000,8159200
1971,6700,7793100
1972,11900,8942700
1973,6400,8093800
1974,5900,8759400
1975,6300,7838800
1976,6200,8671500
1977,6800,8166500
1978,6000,8337200
1979,12400,9282400
1980,6000,9291300
1981,6300,8343500
1982,6000,8456200
1983,5900,7631000
1984,21100,10125000
1985,6100,7596700
1986,5900,9093700
1987,6000,7481000
1988,6000,9960200
1989,6400,10182000
1990,12700,7735500
1991,12100,8931800
1992,6700,8522800
1993,6100,8720000
1994,6100,7704200
1995,12300,7901600
1996,21100,7900000
1997,26400,7699800
1998,6200,7686000
1999,5900,8963700
2000,6400,8340100
2001,6000,8710100
2002,6200,7674300
2003,5900,8412600
2004,6300,8423000
2005,6200,8571700
2006,6500,7783700
2007,6200,10024900
2008,6500,7670000
2009,6200,9230000
2010,26200,7448000
2011,11900,8676200
2012,6300,7647400
2013,5900,8370600
2014,6400,7368300
2015,21400,8601000
2016,6400,7528900
2017,5700,9196600
2018,6100,8466400
2019,30700,8578600
2020,13600,7653000
2021,26100,9064500
2022,21700,7930300
2023,6000,8425000
2024,21700,8149400
2025,7300,9041200
2026,6500,9465000
2027,6100,8012400
2028,6200,8723700
2029,6100,8914100
2030,6700,10340800
2031,10500,7927700
2032,6300,10251300
2033,6600,13536900
2034,6100,7909800
2035,36200,9313700
2036,6300,7773200
2037,21600,8907800
2038,6200,7820500
2039,6100,9032500
2040,6100,7653800
2041,6000,8302600
2042,6100,7779400
2043,6100,8565400
2044,6200,7741300
2045,6100,8770600
2046,7000,8973800
2047,11700,7885400
2048,12200,7914900
2049,6200,9073200
2050,6200,8768400
2051,7500,7841900
2052,6200,8530600
2053,7500,9083400
2054,6800,10418100
2055,6300,8469500
2056,6600,11990400
2057,8600,12348000
2058,6400,8223800
2059,6400,8840400
2060,6700,7595200
2061,6400,10434200
2062,6300,9296200
2063,22500,8314600
2064,28100,7841800
2065,6400,8223300
2066,15900,8198800
2067,8400,13360600
2068,6100,10009700
2069,6300,8012800
2070,6600,8199200
2071,27200,8514100
2072,6900,8285400
2073,6000,9585600
2074,6500,7991600
2075,6100,10837800
2076,6500,8940500
2077,6400,9737400
2078,6500,8137600
2079,6300,8633800
2080,6300,8353700
2081,6100,10600500
2082,6200,8490500
2083,6800,7831300
2084,5900,7838900
2085,5900,7635800
2086,5900,7904900
2087,6200,8245100
2088,6300,8819500
2089,6500,8125700
2090,6300,8931600
2091,6500,7568000
2092,6000,8507500
2093,6200,7544200
2094,5700,8898400
2095,6200,7483500
2096,5800,9204000
2097,6100,7589900
2098,6000,8691800
2099,6000,8195100
2100,6100,9401000
2101,6500,7803000
2102,6100,9303500
2103,6000,7749500
2104,6100,9267000
2105,6300,8017400
2106,6300,8374400
2107,6300,7626100
2108,5800,8974900
2109,6400,8199300
2110,7100,8398500
2111,6200,8969200
2112,6400,8681200
2113,6200,8593800
2114,6200,8022700
2115,6200,7662200
2116,8700,7973400
2117,6400,7886900
2118,6700,8238600
2119,6100,8141100
2120,6600,8695100
2121,21500,7980300
2122,8400,8589900
2123,6400,9403300
2124,6800,8586200
2125,6300,8566100
2126,21600,7684600
2127,21300,8496400
2128,6600,8014700
2129,5900,9421300
2130,6300,7795400
2131,6100,9132100
2132,26100,7672700
2133,6000,8624100
2134,12400,7689600
2135,6000,9440000
2136,6300,8098400
2137,6200,13605200
2138,6200,9149900
2139,6100,7978200
2140,26400,8560300
2141,6200,8363100
2142,6100,8631400
2143,12800,7794100
2144,6000,8769700
2145,6200,8475600
2146,6300,8876100
2147,6700,8252200
2148,7000,9182900
2149,6200,8112300
2150,13100,8630000
2151,6400,8275700
2152,6400,8351700
2153,6100,9277000
2154,6200,7662100
2155,6400,9045600
2156,12600,8020500
2157,12300,8336700
2158,6200,7869600
2159,6100,9074100
2160,6300,7830200
2161,6100,9284300
2162,6400,8319400
2163,6400,8420800
2164,6200,7966400
2165,6000,8707400
2166,6100,8374200
2167,6200,8412600
2168,7300,14026100
2169,21400,9136200
2170,6500,10111800
2171,7000,11759400
2172,6800,8995900
2173,7500,9998600
2174,6400,14308900
2175,6700,7711300
2176,6300,8615700
2177,6400,7985200
2178,6000,8925700
2179,28000,7629300
2180,6200,11699200
2181,6400,8149900
2182,6700,8286300
2183,21800,8507300
2184,6300,7620000
2185,5900,8703800
2186,8500,8843300
2187,6200,8553600
2188,7000,7650100
2189,5900,14234600
2190,6500,10861200
2191,6400,8947400
2192,6400,9423400
2193,23800,8228600
2194,6200,8990500
2195,12500,8574500
2196,6200,8821300
2197,6100,7869200
2198,21600,9569500
2199,6200,7949000
2200,6600,8301600
2201,6300,8101100
2202,9600,9260400
2203,6600,8478600
2204,6800,8216600
2205,6300,8853600
2206,6900,10346600
2207,6800,12365300
2208,6800,11463400
2209,6900,10532100
2210,6500,8324300
2211,6500,8676000
2212,6900,8464500
2213,6800,8795100
2214,6700,9987000
2215,7100,10581500
2216,6200,8178300
2217,6700,9703500
2218,8200,8636400
2219,13100,9895900
2220,6800,7842800
2221,6600,8713100
2222,6400,8110300
2223,6500,9030600
2224,6400,8279300
2225,7000,8293900
2226,12200,9644500
2227,6300,8351300
2228,6300,9319400
2229,12900,7966900
2230,28800,11486200
2231,6700,8502500
2232,7600,7926800
2233,6300,9131000
2234,6900,7765500
2235,6200,7604500
2236,6600,7754900
2237,6800,8102400
2238,6400,8133600
2239,6400,8246600
2240,7800,7907600
2241,6200,7822400
2242,6200,8700000
2243,6200,8365200
2244,6400,9159000
2245,6100,8730400
2246,6500,7862700
2247,6200,8842100
2248,6500,7991700
2249,6200,8173700
2250,6600,7673100
2251,7100,8796300
2252,6400,7797500
2253,6500,8332700
2254,6300,7809700
2255,6100,8748100
2256,6300,7892300
2257,12100,8870200
2258,6100,7771900
2259,6000,10264700
2260,6500,8770900
2261,6700,8429900
2262,6100,9020800
2263,6900,8140600
2264,6300,8341700
2265,8200,8298300
2266,12600,9079000
2267,6200,8042500
2268,6100,9419100
2269,6500,7688600
2270,6100,8250000
2271,6200,8051800
2272,7600,9136200
2273,6400,8299600
2274,6100,9148600
2275,6600,7913900
2276,6000,8152800
2277,6100,8157600
2278,6200,9205000
2279,6200,8104300
2280,6300,8597100
2281,12300,8309100
2282,12900,9078300
2283,6600,7998800
2284,22500,9168400
2285,6500,8597100
2286,7500,10025000
2287,6400,9254200
2288,6300,8713900
2289,13000,8360900
2290,6200,7651100
2291,6000,9350100
2292,6300,7687300
2293,6000,9068800
2294,6100,7926500
2295,5800,9679200
2296,12500,7771700
2297,6400,8623800
2298,6200,7594900
2299,6000,9084200
2300,6000,7670800
2301,6600,7699800
2302,6100,7857400
2303,6500,7648500
2304,5800,7514200
2305,6600,8656300
2306,6400,8263500
2307,7400,9199900
2308,6200,9913100
2309,6600,7730300
2310,6400,8934200
2311,27000,9410900
2312,6400,11882000
2313,6900,9113400
2314,6300,8118100
2315,7000,12790700
2316,6600,8637700
2317,13000,10109700
2318,7000,9813500
2319,7100,10152900
2320,6600,10326400
2321,6700,8273400
2322,6400,9069600
2323,6800,8340700
2324,7100,10218000
2325,6000,8051600
2326,6400,8874800
2327,6000,9279300
2328,6200,7885200
2329,6100,8664200
2330,6600,7875800
2331,12200,9487900
2332,8500,9357800
2333,6300,9246600
2334,6200,7821800
2335,6200,9006900
2336,14200,7631900
2337,6100,8014400
2338,6100,10396100
2339,6600,9247600
2340,6500,10750200
2341,21700,10321400
2342,7000,9547800
2343,6600,9276400
2344,6800,10019500
2345,21100,7909100
2346,6200,8756500
2347,6000,12486900
2348,6500,9853300
2349,7100,9594100
2350,6500,8126300
2351,11000,9136400
2352,6600,9191200
2353,8700,8835000
2354,6600,9957000
2355,8100,12960800
2356,6900,11198500
2357,7100,9074400
2358,6300,8979300
2359,10700,9814600
2360,6700,9521000
2361,6300,7990800
2362,6700,8759100
2363,6700,8223200
2364,6300,9278900
2365,6400,8106900
2366,6900,10710600
2367,7100,10581500
2368,6700,9451000
2369,13400,15004000
2370,9300,8968400
2371,21900,10058000
2372,9300,12027200
2373,8500,10229600
2374,6700,10833400
2375,6600,10736600
2376,21900,9213500
2377,6400,8194000
2378,16100,9260200
2379,6500,9696600
2380,6700,12553900
2381,6800,10941500
2382,9500,10240200
2383,6600,10272500
2384,18400,10798300
2385,6800,7868900
2386,6100,9057400
2387,6400,7831300
2388,12400,10341300
2389,6400,12819100
2390,6300,7829900
2391,23500,8868300
2392,12500,8521600
2393,6200,9831600
2394,26400,8335600
2395,6700,12032900
2396,6300,10261100
2397,6600,8743500
2398,9100,9726700
2399,6600,8420700
2400,6600,9065100
2401,6300,8274200
2402,6700,8336300
2403,6200,8961300
2404,6400,8130400
2405,6100,8630800
2406,12400,8638300
2407,6200,8443900
2408,12400,8091800
2409,10000,8905600
2410,6200,8692700
2411,6200,8705100
2412,7600,8126700
2413,6300,8760200
2414,6200,7670800
2415,21200,9492300
2416,6200,8752000
2417,7100,9637000
2418,17400,9314000
2419,24300,7765900
2420,6100,9081300
2421,6500,7643200
2422,5900,9236600
2423,6600,9537100
2424,6000,9260500
2425,6200,8251200
2426,6200,9797200
2427,6200,9788200
2428,6500,8747700
2429,6000,9334100
2430,28400,7847600
2431,26800,9395800
2432,6200,7809200
2433,6300,9927100
2434,12400,8961000
2435,6200,9522900
2436,6400,8956700
2437,16300,8250000
2438,12400,8651100
2439,8200,7939800
2440,6100,7740000
2441,7200,8242000
2442,7200,9547300
2443,12700,8735900
2444,6100,8946900
2445,6700,7826000
2446,6100,8428900
2447,9200,10752500
2448,13100,8196500
2449,6000,7666700
2450,6000,9585800
2451,6100,7606000
2452,7100,8561600
2453,6300,7955300
2454,7000,8562500
2455,6200,7585600
2456,6000,10503400
2457,6700,10080700
2458,6300,25917800
2459,7700,32668900
2460,8900,12531400
2461,7100,13693000
2462,7000,16361200
2463,9700,19896100
2464,7700,24300300
2465,11700,13849300
2466,18500,12655100
2467,6800,12344500
2468,7600,18379800
2469,7700,16712100
2470,8000,16397100
2471,8300,20905800
2472,9300,13012300
2473,87400,20578400
2474,7800,16035200
2475,7900,9977100
2476,8800,11464600
2477,6500,11329100
2478,7600,8630500
2479,6600,9427500
2480,8000,13452300
2481,7600,13194300
2482,7800,10040800
2483,7300,11843500
2484,7400,11370000
2485,6600,8094800
2486,7700,14240600
2487,7300,12116300
2488,13300,9327500
2489,6700,15007600
2490,7000,13539400
2491,6400,12009500
2492,6800,8952300
2493,7600,8875200
2494,6600,7853300
2495,6700,9809200
2496,6700,9181800
2497,30200,8868500
2498,6500,10593100
2499,6400,10766300
2500,6900,11908600
2501,8200,10417100
2502,6300,7983400
2503,6400,10469600
2504,7200,10912500
2505,10500,9386100
2506,6400,9541800
2507,7700,7884800
2508,13200,8514300
2509,24100,7874300
2510,6700,9475400
2511,12800,7873700
2512,6300,7903600
2513,6600,7728100
2514,6000,7798600
2515,6400,7800200
2516,5900,8316000
2517,6400,7684700
2518,6500,9701900
2519,6600,7985900
2520,6500,9236600
